   3600.0000000      0.0000000
   3620.0000000      0.0056736
   3640.0000000      0.0112288
   3660.0000000      0.0165472
   3680.0000000      0.0215104
   3700.0000000      0.0260000
   3720.0000000      0.0305600
   3740.0000000      0.0383840
   3760.0000000      0.0533280
   3780.0000000      0.0792480
   3800.0000000      0.1200000
   3820.0000000      0.1824560
   3840.0000000      0.2597440
   3860.0000000      0.3461040
   3880.0000000      0.4357760
   3900.0000000      0.5230000
   3920.0000000      0.6053360
   3940.0000000      0.6852240
   3960.0000000      0.7591440
   3980.0000000      0.8235760
   4000.0000000      0.8750000
   4020.0000000      0.9097280
   4040.0000000      0.9314480
   4060.0000000      0.9439040
   4080.0000000      0.9508400
   4100.0000000      0.9560000
   4120.0000000      0.9686400
   4140.0000000      0.9795040
   4160.0000000      0.9884480
   4180.0000000      0.9953280
   4200.0000000      1.0000000
   4220.0000000      1.0033120
   4240.0000000      1.0044160
   4260.0000000      1.0036640
   4280.0000000      1.0014080
   4300.0000000      0.9980000
   4320.0000000      0.9957760
   4340.0000000      0.9924000
   4360.0000000      0.9875360
   4380.0000000      0.9808480
   4400.0000000      0.9720000
   4420.0000000      0.9618640
   4440.0000000      0.9495680
   4460.0000000      0.9352400
   4480.0000000      0.9190080
   4500.0000000      0.9010000
   4520.0000000      0.8814800
   4540.0000000      0.8601840
   4560.0000000      0.8378480
   4580.0000000      0.8152080
   4600.0000000      0.7930000
   4620.0000000      0.7728800
   4640.0000000      0.7531920
   4660.0000000      0.7336640
   4680.0000000      0.7140240
   4700.0000000      0.6940000
   4720.0000000      0.6734320
   4740.0000000      0.6524800
   4760.0000000      0.6311120
   4780.0000000      0.6092960
   4800.0000000      0.5870000
   4820.0000000      0.5639520
   4840.0000000      0.5404240
   4860.0000000      0.5167200
   4880.0000000      0.4931440
   4900.0000000      0.4700000
   4920.0000000      0.4475360
   4940.0000000      0.4255040
   4960.0000000      0.4039040
   4980.0000000      0.3827360
   5000.0000000      0.3620000
   5020.0000000      0.3414640
   5040.0000000      0.3213600
   5060.0000000      0.3016240
   5080.0000000      0.2821920
   5100.0000000      0.2630000
   5120.0000000      0.2428560
   5140.0000000      0.2229520
   5160.0000000      0.2037200
   5180.0000000      0.1855920
   5200.0000000      0.1690000
   5220.0000000      0.1544240
   5240.0000000      0.1413840
   5260.0000000      0.1294320
   5280.0000000      0.1181200
   5300.0000000      0.1070000
   5320.0000000      0.0945360
   5340.0000000      0.0822640
   5360.0000000      0.0704240
   5380.0000000      0.0592560
   5400.0000000      0.0490000
   5420.0000000      0.0390560
   5440.0000000      0.0300240
   5460.0000000      0.0220640
   5480.0000000      0.0153360
   5500.0000000      0.0100000
   5520.0000000      0.0061376
   5540.0000000      0.0035168
   5560.0000000      0.0018272
   5580.0000000      0.0007584
   5600.0000000      0.0000000
